reporting_unit,reporting_unit_type,state,peer_group,financial_year,year,patient_cohort,number_of_presentations,number_of_presentations_flag,median_time,p90_time,peer_group_avg_p90_time
Northeast Health Wangaratta,Local Hospital Network,Vic,,2020-21,2020,All patients,27480.0,reported,3 hrs 28 mins,10 hrs 47 mins,
Northeast Health Wangaratta,Hospital,Vic,Large regional hospitals,2021-22,2021,All patients,28033.0,reported,3 hrs 32 mins,11 hrs 32 mins,10 hrs 17 mins
Northeast Health Wangaratta,Local Hospital Network,Vic,,2021-22,2021,All patients,28033.0,reported,3 hrs 32 mins,11 hrs 32 mins,
Northeast Health Wangaratta,Hospital,Vic,Large regional hospitals,2022-23,2022,All patients,29300.0,reported,3 hrs 33 mins,14 hrs 10 mins,12 hrs 17 mins
Northeast Health Wangaratta,Local Hospital Network,Vic,,2022-23,2022,All patients,29300.0,reported,3 hrs 33 mins,14 hrs 10 mins,
Northeast Health Wangaratta,Hospital,Vic,Large regional hospitals,2023-24,2023,All patients,30843.0,reported,3 hrs 19 mins,11 hrs 17 mins,12 hrs 23 mins
Northeast Health Wangaratta,Local Hospital Network,Vic,,2023-24,2023,All patients,30843.0,reported,3 hrs 19 mins,11 hrs 17 mins,
Northeast Health Wangaratta,Hospital,Vic,Large regional hospitals,2024-25,2024,All patients,31371.0,reported,3 hrs 34 mins,13 hrs 30 mins,13 hrs 31 mins
Northeast Health Wangaratta,Local Hospital Network,Vic,,2024-25,2024,All patients,31371.0,reported,3 hrs 34 mins,13 hrs 30 mins,
Northeast Health Wangaratta,Hospital,Vic,Large regional hospitals,2011-12,2011,Not subsequently admitted patients,14753.0,reported,1 hrs 35 mins,4 hrs 3 mins,5 hrs 21 mins
Northeast Health Wangaratta,Hospital,Vic,Large regional hospitals,2012-13,2012,Not subsequently admitted patients,16990.0,reported,2 hrs 14 mins,6 hrs 15 mins,5 hrs 17 mins
Northeast Health Wangaratta,Hospital,Vic,Large regional hospitals,2013-14,2013,Not subsequently admitted patients,16225.0,reported,2 hrs 7 mins,5 hrs 17 mins,4 hrs 55 mins
Northeast Health Wangaratta,Hospital,Vic,Large regional hospitals,2014-15,2014,Not subsequently admitted patients,16059.0,reported,1 hrs 52 mins,4 hrs 31 mins,4 hrs 45 mins
Northeast Health Wangaratta,Hospital,Vic,Large regional hospitals,2015-16,2015,Not subsequently admitted patients,15981.0,reported,1 hrs 51 mins,3 hrs 59 mins,4 hrs 56 mins
Northeast Health Wangaratta,Hospital,Vic,Large regional hospitals,2016-17,2016,Not subsequently admitted patients,16992.0,reported,1 hrs 54 mins,4 hrs 26 mins,5 hrs 5 mins
Northeast Health Wangaratta,Hospital,Vic,Large regional hospitals,2017-18,2017,Not subsequently admitted patients,17860.0,reported,2 hrs 12 mins,5 hrs 10 mins,5 hrs 6 mins
Northeast Health Wangaratta,Local Hospital Network,Vic,,2018-19,2018,Not subsequently admitted patients,18282.0,reported,2 hrs 19 mins,5 hrs 20 mins,
Northeast Health Wangaratta,Hospital,Vic,Large regional hospitals,2018-19,2018,Not subsequently admitted patients,18282.0,reported,2 hrs 19 mins,5 hrs 20 mins,5 hrs 19 mins
Northeast Health Wangaratta,Local Hospital Network,Vic,,2019-20,2019,Not subsequently admitted patients,19110.0,reported,2 hrs 27 mins,6 hrs 22 mins,
Northeast Health Wangaratta,Hospital,Vic,Large regional hospitals,2019-20,2019,Not subsequently admitted patients,19110.0,reported,2 hrs 27 mins,6 hrs 22 mins,5 hrs 31 mins
Northeast Health Wangaratta,Local Hospital Network,Vic,,2020-21,2020,Not subsequently admitted patients,20224.0,reported,2 hrs 54 mins,8 hrs 5 mins,
Northeast Health Wangaratta,Hospital,Vic,Large regional hospitals,2020-21,2020,Not subsequently admitted patients,20224.0,reported,2 hrs 54 mins,8 hrs 5 mins,5 hrs 52 mins
Northeast Health Wangaratta,Local Hospital Network,Vic,,2021-22,2021,Not subsequently admitted patients,20992.0,reported,2 hrs 59 mins,8 hrs 12 mins,
Northeast Health Wangaratta,Hospital,Vic,Large regional hospitals,2021-22,2021,Not subsequently admitted patients,20992.0,reported,2 hrs 59 mins,8 hrs 12 mins,6 hrs 39 mins
Northeast Health Wangaratta,Local Hospital Network,Vic,,2022-23,2022,Not subsequently admitted patients,21717.0,reported,2 hrs 57 mins,8 hrs 42 mins,
Northeast Health Wangaratta,Hospital,Vic,Large regional hospitals,2022-23,2022,Not subsequently admitted patients,21717.0,reported,2 hrs 57 mins,8 hrs 42 mins,7 hrs 18 mins
Northeast Health Wangaratta,Local Hospital Network,Vic,,2023-24,2023,Not subsequently admitted patients,20961.0,reported,2 hrs 48 mins,7 hrs 5 mins,
Northeast Health Wangaratta,Hospital,Vic,Large regional hospitals,2023-24,2023,Not subsequently admitted patients,20961.0,reported,2 hrs 48 mins,7 hrs 5 mins,7 hrs 22 mins
Northeast Health Wangaratta,Local Hospital Network,Vic,,2024-25,2024,Not subsequently admitted patients,21218.0,reported,3 hrs 1 mins,7 hrs 55 mins,
Northeast Health Wangaratta,Hospital,Vic,Large regional hospitals,2024-25,2024,Not subsequently admitted patients,21218.0,reported,3 hrs 1 mins,7 hrs 55 mins,7 hrs 45 mins
Northeast Health Wangaratta,Hospital,Vic,Large regional hospitals,2011-12,2011,Subsequently admitted patients,6081.0,reported,4 hrs 56 mins,11 hrs 50 mins,16 hrs 22 mins
Northeast Health Wangaratta,Hospital,Vic,Large regional hospitals,2012-13,2012,Subsequently admitted patients,3764.0,reported,5 hrs 56 mins,14 hrs 31 mins,15 hrs 22 mins
Northeast Health Wangaratta,Hospital,Vic,Large regional hospitals,2013-14,2013,Subsequently admitted patients,5333.0,reported,4 hrs 21 mins,9 hrs 57 mins,14 hrs 15 mins
Northeast Health Wangaratta,Hospital,Vic,Large regional hospitals,2014-15,2014,Subsequently admitted patients,6469.0,reported,3 hrs 49 mins,8 hrs 18 mins,13 hrs 15 mins
Northeast Health Wangaratta,Hospital,Vic,Large regional hospitals,2015-16,2015,Subsequently admitted patients,7396.0,reported,3 hrs 33 mins,7 hrs 35 mins,13 hrs 0 mins
Northeast Health Wangaratta,Hospital,Vic,Large regional hospitals,2016-17,2016,Subsequently admitted patients,7428.0,reported,3 hrs 48 mins,8 hrs 46 mins,12 hrs 50 mins
Northeast Health Wangaratta,Hospital,Vic,Large regional hospitals,2017-18,2017,Subsequently admitted patients,7629.0,reported,3 hrs 59 mins,9 hrs 21 mins,13 hrs 48 mins
Northeast Health Wangaratta,Local Hospital Network,Vic,,2018-19,2018,Subsequently admitted patients,8297.0,reported,4 hrs 0 mins,9 hrs 12 mins,
Northeast Health Wangaratta,Hospital,Vic,Large regional hospitals,2018-19,2018,Subsequently admitted patients,8297.0,reported,4 hrs 0 mins,9 hrs 12 mins,14 hrs 18 mins
Northeast Health Wangaratta,Local Hospital Network,Vic,,2019-20,2019,Subsequently admitted patients,7754.0,reported,4 hrs 57 mins,13 hrs 13 mins,
Northeast Health Wangaratta,Hospital,Vic,Large regional hospitals,2019-20,2019,Subsequently admitted patients,7754.0,reported,4 hrs 57 mins,13 hrs 13 mins,13 hrs 37 mins
Northeast Health Wangaratta,Local Hospital Network,Vic,,2020-21,2020,Subsequently admitted patients,7256.0,reported,5 hrs 42 mins,15 hrs 2 mins,
Northeast Health Wangaratta,Hospital,Vic,Large regional hospitals,2020-21,2020,Subsequently admitted patients,7256.0,reported,5 hrs 42 mins,15 hrs 2 mins,15 hrs 37 mins
Northeast Health Wangaratta,Local Hospital Network,Vic,,2021-22,2021,Subsequently admitted patients,7041.0,reported,6 hrs 20 mins,19 hrs 20 mins,
Northeast Health Wangaratta,Hospital,Vic,Large regional hospitals,2021-22,2021,Subsequently admitted patients,7041.0,reported,6 hrs 20 mins,19 hrs 20 mins,19 hrs 8 mins
Northeast Health Wangaratta,Local Hospital Network,Vic,,2022-23,2022,Subsequently admitted patients,7583.0,reported,7 hrs 11 mins,23 hrs 2 mins,
Northeast Health Wangaratta,Hospital,Vic,Large regional hospitals,2022-23,2022,Subsequently admitted patients,7583.0,reported,7 hrs 11 mins,23 hrs 2 mins,22 hrs 25 mins
Northeast Health Wangaratta,Local Hospital Network,Vic,,2023-24,2023,Subsequently admitted patients,9882.0,reported,5 hrs 24 mins,18 hrs 50 mins,
Northeast Health Wangaratta,Hospital,Vic,Large regional hospitals,2023-24,2023,Subsequently admitted patients,9882.0,reported,5 hrs 24 mins,18 hrs 50 mins,22 hrs 4 mins
Northeast Health Wangaratta,Local Hospital Network,Vic,,2024-25,2024,Subsequently admitted patients,10153.0,reported,5 hrs 55 mins,21 hrs 41 mins,
Northeast Health Wangaratta,Hospital,Vic,Large regional hospitals,2024-25,2024,Subsequently admitted patients,10153.0,reported,5 hrs 55 mins,21 hrs 41 mins,22 hrs 17 mins
Northern Health (Vic),Local Hospital Network,Vic,,2018-19,2018,All patients,106751.0,reported,3 hrs 27 mins,10 hrs 9 mins,
Northern Health (Vic),Local Hospital Network,Vic,,2019-20,2019,All patients,104039.0,reported,3 hrs 24 mins,10 hrs 39 mins,
Northern Health (Vic),Local Hospital Network,Vic,,2020-21,2020,All patients,98980.0,reported,3 hrs 21 mins,9 hrs 58 mins,
Northern Health (Vic),Local Hospital Network,Vic,,2021-22,2021,All patients,109122.0,reported,3 hrs 48 mins,12 hrs 20 mins,
Northern Health (Vic),Local Hospital Network,Vic,,2022-23,2022,All patients,109034.0,reported,3 hrs 59 mins,12 hrs 41 mins,
Northern Health (Vic),Local Hospital Network,Vic,,2023-24,2023,All patients,114673.0,reported,4 hrs 24 mins,12 hrs 22 mins,
Northern Health (Vic),Local Hospital Network,Vic,,2024-25,2024,All patients,117789.0,reported,4 hrs 22 mins,12 hrs 32 mins,
Northern Health (Vic),Local Hospital Network,Vic,,2018-19,2018,Not subsequently admitted patients,56880.0,reported,2 hrs 55 mins,6 hrs 33 mins,
Northern Health (Vic),Local Hospital Network,Vic,,2019-20,2019,Not subsequently admitted patients,55491.0,reported,2 hrs 52 mins,6 hrs 48 mins,
Northern Health (Vic),Local Hospital Network,Vic,,2020-21,2020,Not subsequently admitted patients,56837.0,reported,2 hrs 50 mins,6 hrs 32 mins,
Northern Health (Vic),Local Hospital Network,Vic,,2021-22,2021,Not subsequently admitted patients,64686.0,reported,3 hrs 15 mins,7 hrs 31 mins,
Northern Health (Vic),Local Hospital Network,Vic,,2022-23,2022,Not subsequently admitted patients,59955.0,reported,3 hrs 23 mins,7 hrs 46 mins,
Northern Health (Vic),Local Hospital Network,Vic,,2023-24,2023,Not subsequently admitted patients,62757.0,reported,3 hrs 37 mins,8 hrs 17 mins,
Northern Health (Vic),Local Hospital Network,Vic,,2024-25,2024,Not subsequently admitted patients,64022.0,reported,3 hrs 36 mins,8 hrs 20 mins,
Northern Health (Vic),Local Hospital Network,Vic,,2018-19,2018,Subsequently admitted patients,49871.0,reported,3 hrs 56 mins,14 hrs 7 mins,
Northern Health (Vic),Local Hospital Network,Vic,,2019-20,2019,Subsequently admitted patients,48548.0,reported,3 hrs 56 mins,14 hrs 59 mins,
Northern Health (Vic),Local Hospital Network,Vic,,2020-21,2020,Subsequently admitted patients,42143.0,reported,4 hrs 1 mins,14 hrs 17 mins,
Northern Health (Vic),Local Hospital Network,Vic,,2021-22,2021,Subsequently admitted patients,44436.0,reported,5 hrs 19 mins,17 hrs 56 mins,
Northern Health (Vic),Local Hospital Network,Vic,,2022-23,2022,Subsequently admitted patients,49079.0,reported,5 hrs 41 mins,17 hrs 46 mins,
Northern Health (Vic),Local Hospital Network,Vic,,2023-24,2023,Subsequently admitted patients,51916.0,reported,6 hrs 0 mins,16 hrs 48 mins,
Northern Health (Vic),Local Hospital Network,Vic,,2024-25,2024,Subsequently admitted patients,53767.0,reported,5 hrs 51 mins,16 hrs 54 mins,
Peninsula Health (Vic),Local Hospital Network,Vic,,2018-19,2018,All patients,103571.0,reported,3 hrs 6 mins,6 hrs 19 mins,
Peninsula Health (Vic),Local Hospital Network,Vic,,2019-20,2019,All patients,100570.0,reported,3 hrs 21 mins,7 hrs 12 mins,
Peninsula Health (Vic),Local Hospital Network,Vic,,2020-21,2020,All patients,96478.0,reported,3 hrs 35 mins,8 hrs 26 mins,
Peninsula Health (Vic),Local Hospital Network,Vic,,2021-22,2021,All patients,99517.0,reported,4 hrs 0 mins,10 hrs 26 mins,
Peninsula Health (Vic),Local Hospital Network,Vic,,2022-23,2022,All patients,98168.0,reported,4 hrs 33 mins,12 hrs 4 mins,
Peninsula Health (Vic),Local Hospital Network,Vic,,2023-24,2023,All patients,98480.0,reported,4 hrs 10 mins,11 hrs 46 mins,
Peninsula Health (Vic),Local Hospital Network,Vic,,2024-25,2024,All patients,99242.0,reported,4 hrs 0 mins,11 hrs 7 mins,
Peninsula Health (Vic),Local Hospital Network,Vic,,2018-19,2018,Not subsequently admitted patients,57337.0,reported,2 hrs 37 mins,5 hrs 2 mins,
Peninsula Health (Vic),Local Hospital Network,Vic,,2019-20,2019,Not subsequently admitted patients,57862.0,reported,2 hrs 51 mins,5 hrs 53 mins,
Peninsula Health (Vic),Local Hospital Network,Vic,,2020-21,2020,Not subsequently admitted patients,56728.0,reported,3 hrs 1 mins,6 hrs 29 mins,
Peninsula Health (Vic),Local Hospital Network,Vic,,2021-22,2021,Not subsequently admitted patients,62803.0,reported,3 hrs 35 mins,7 hrs 53 mins,
Peninsula Health (Vic),Local Hospital Network,Vic,,2022-23,2022,Not subsequently admitted patients,59339.0,reported,3 hrs 50 mins,8 hrs 27 mins,
Peninsula Health (Vic),Local Hospital Network,Vic,,2023-24,2023,Not subsequently admitted patients,57050.0,reported,3 hrs 37 mins,7 hrs 57 mins,
Peninsula Health (Vic),Local Hospital Network,Vic,,2024-25,2024,Not subsequently admitted patients,57924.0,reported,3 hrs 35 mins,7 hrs 45 mins,
Peninsula Health (Vic),Local Hospital Network,Vic,,2018-19,2018,Subsequently admitted patients,46234.0,reported,3 hrs 41 mins,7 hrs 39 mins,
Peninsula Health (Vic),Local Hospital Network,Vic,,2019-20,2019,Subsequently admitted patients,42708.0,reported,3 hrs 55 mins,8 hrs 52 mins,
Peninsula Health (Vic),Local Hospital Network,Vic,,2020-21,2020,Subsequently admitted patients,39750.0,reported,4 hrs 16 mins,11 hrs 7 mins,
Peninsula Health (Vic),Local Hospital Network,Vic,,2021-22,2021,Subsequently admitted patients,36714.0,reported,5 hrs 33 mins,14 hrs 29 mins,
Peninsula Health (Vic),Local Hospital Network,Vic,,2022-23,2022,Subsequently admitted patients,38829.0,reported,6 hrs 15 mins,17 hrs 14 mins,
Peninsula Health (Vic),Local Hospital Network,Vic,,2023-24,2023,Subsequently admitted patients,41430.0,reported,6 hrs 0 mins,16 hrs 18 mins,
Peninsula Health (Vic),Local Hospital Network,Vic,,2024-25,2024,Subsequently admitted patients,41318.0,reported,5 hrs 52 mins,15 hrs 6 mins,
Rosebud Hospital,Hospital,Vic,Medium metropolitan hospitals,2011-12,2011,All patients,21982.0,reported,2 hrs 0 mins,5 hrs 14 mins,7 hrs 33 mins
Rosebud Hospital,Hospital,Vic,Medium metropolitan hospitals,2012-13,2012,All patients,21159.0,reported,2 hrs 5 mins,5 hrs 14 mins,7 hrs 3 mins
Rosebud Hospital,Hospital,Vic,Medium metropolitan hospitals,2013-14,2013,All patients,20225.0,reported,2 hrs 9 mins,4 hrs 50 mins,6 hrs 31 mins
Rosebud Hospital,Hospital,Vic,Medium metropolitan hospitals,2014-15,2014,All patients,20766.0,reported,2 hrs 21 mins,5 hrs 6 mins,6 hrs 30 mins
Rosebud Hospital,Hospital,Vic,Medium metropolitan hospitals,2015-16,2015,All patients,21874.0,reported,2 hrs 28 mins,4 hrs 51 mins,6 hrs 21 mins
Rosebud Hospital,Hospital,Vic,Medium metropolitan hospitals,2016-17,2016,All patients,21529.0,reported,2 hrs 30 mins,4 hrs 48 mins,6 hrs 34 mins
Rosebud Hospital,Hospital,Vic,Medium metropolitan hospitals,2017-18,2017,All patients,22439.0,reported,2 hrs 33 mins,5 hrs 6 mins,6 hrs 52 mins
Rosebud Hospital,Hospital,Vic,Medium metropolitan hospitals,2018-19,2018,All patients,23534.0,reported,2 hrs 28 mins,4 hrs 25 mins,7 hrs 4 mins
Rosebud Hospital,Hospital,Vic,Medium metropolitan hospitals,2019-20,2019,All patients,21754.0,reported,2 hrs 49 mins,5 hrs 34 mins,7 hrs 2 mins
Rosebud Hospital,Hospital,Vic,Medium metropolitan hospitals,2020-21,2020,All patients,22086.0,reported,2 hrs 50 mins,6 hrs 25 mins,7 hrs 9 mins
Rosebud Hospital,Hospital,Vic,Medium metropolitan hospitals,2021-22,2021,All patients,22824.0,reported,3 hrs 16 mins,7 hrs 55 mins,8 hrs 17 mins
Rosebud Hospital,Hospital,Vic,Medium metropolitan hospitals,2022-23,2022,All patients,22456.0,reported,3 hrs 29 mins,8 hrs 27 mins,9 hrs 52 mins
Rosebud Hospital,Hospital,Vic,Medium metropolitan hospitals,2023-24,2023,All patients,23195.0,reported,3 hrs 27 mins,8 hrs 29 mins,10 hrs 26 mins
Rosebud Hospital,Hospital,Vic,Medium metropolitan hospitals,2024-25,2024,All patients,24199.0,reported,3 hrs 35 mins,8 hrs 33 mins,10 hrs 30 mins
Rosebud Hospital,Hospital,Vic,Medium metropolitan hospitals,2011-12,2011,Not subsequently admitted patients,15948.0,reported,1 hrs 37 mins,3 hrs 34 mins,5 hrs 23 mins
Rosebud Hospital,Hospital,Vic,Medium metropolitan hospitals,2012-13,2012,Not subsequently admitted patients,18742.0,reported,1 hrs 54 mins,4 hrs 53 mins,5 hrs 32 mins
Rosebud Hospital,Hospital,Vic,Medium metropolitan hospitals,2013-14,2013,Not subsequently admitted patients,17381.0,reported,1 hrs 58 mins,4 hrs 36 mins,5 hrs 10 mins
Rosebud Hospital,Hospital,Vic,Medium metropolitan hospitals,2014-15,2014,Not subsequently admitted patients,17846.0,reported,2 hrs 9 mins,4 hrs 56 mins,5 hrs 12 mins
Rosebud Hospital,Hospital,Vic,Medium metropolitan hospitals,2015-16,2015,Not subsequently admitted patients,17451.0,reported,2 hrs 12 mins,4 hrs 37 mins,5 hrs 22 mins
Rosebud Hospital,Hospital,Vic,Medium metropolitan hospitals,2016-17,2016,Not subsequently admitted patients,16659.0,reported,2 hrs 13 mins,4 hrs 26 mins,5 hrs 30 mins
Rosebud Hospital,Hospital,Vic,Medium metropolitan hospitals,2017-18,2017,Not subsequently admitted patients,16797.0,reported,2 hrs 18 mins,4 hrs 43 mins,5 hrs 44 mins
Rosebud Hospital,Hospital,Vic,Medium metropolitan hospitals,2018-19,2018,Not subsequently admitted patients,17109.0,reported,2 hrs 9 mins,4 hrs 15 mins,5 hrs 52 mins
Rosebud Hospital,Hospital,Vic,Medium metropolitan hospitals,2019-20,2019,Not subsequently admitted patients,15549.0,reported,2 hrs 27 mins,5 hrs 16 mins,5 hrs 55 mins
Rosebud Hospital,Hospital,Vic,Medium metropolitan hospitals,2020-21,2020,Not subsequently admitted patients,16058.0,reported,2 hrs 32 mins,5 hrs 47 mins,6 hrs 3 mins
Rosebud Hospital,Hospital,Vic,Medium metropolitan hospitals,2021-22,2021,Not subsequently admitted patients,17084.0,reported,3 hrs 0 mins,6 hrs 57 mins,6 hrs 51 mins
Rosebud Hospital,Hospital,Vic,Medium metropolitan hospitals,2022-23,2022,Not subsequently admitted patients,16760.0,reported,3 hrs 10 mins,7 hrs 18 mins,7 hrs 46 mins
Rosebud Hospital,Hospital,Vic,Medium metropolitan hospitals,2023-24,2023,Not subsequently admitted patients,16566.0,reported,3 hrs 6 mins,7 hrs 14 mins,8 hrs 2 mins
Rosebud Hospital,Hospital,Vic,Medium metropolitan hospitals,2024-25,2024,Not subsequently admitted patients,17180.0,reported,3 hrs 16 mins,7 hrs 12 mins,7 hrs 55 mins
Rosebud Hospital,Hospital,Vic,Medium metropolitan hospitals,2011-12,2011,Subsequently admitted patients,6034.0,reported,3 hrs 54 mins,8 hrs 21 mins,13 hrs 3 mins
Rosebud Hospital,Hospital,Vic,Medium metropolitan hospitals,2012-13,2012,Subsequently admitted patients,2417.0,reported,3 hrs 32 mins,7 hrs 56 mins,11 hrs 53 mins
Rosebud Hospital,Hospital,Vic,Medium metropolitan hospitals,2013-14,2013,Subsequently admitted patients,2844.0,reported,3 hrs 17 mins,5 hrs 58 mins,10 hrs 47 mins
Rosebud Hospital,Hospital,Vic,Medium metropolitan hospitals,2014-15,2014,Subsequently admitted patients,2920.0,reported,3 hrs 28 mins,6 hrs 16 mins,10 hrs 16 mins
Rosebud Hospital,Hospital,Vic,Medium metropolitan hospitals,2015-16,2015,Subsequently admitted patients,4423.0,reported,3 hrs 27 mins,5 hrs 48 mins,8 hrs 45 mins
Rosebud Hospital,Hospital,Vic,Medium metropolitan hospitals,2016-17,2016,Subsequently admitted patients,4870.0,reported,3 hrs 27 mins,6 hrs 11 mins,9 hrs 14 mins
Rosebud Hospital,Hospital,Vic,Medium metropolitan hospitals,2017-18,2017,Subsequently admitted patients,5642.0,reported,3 hrs 21 mins,6 hrs 22 mins,9 hrs 41 mins
Rosebud Hospital,Hospital,Vic,Medium metropolitan hospitals,2018-19,2018,Subsequently admitted patients,6425.0,reported,3 hrs 14 mins,5 hrs 1 mins,10 hrs 2 mins
Rosebud Hospital,Hospital,Vic,Medium metropolitan hospitals,2019-20,2019,Subsequently admitted patients,6205.0,reported,3 hrs 36 mins,6 hrs 22 mins,9 hrs 36 mins
Rosebud Hospital,Hospital,Vic,Medium metropolitan hospitals,2020-21,2020,Subsequently admitted patients,6028.0,reported,3 hrs 37 mins,7 hrs 57 mins,10 hrs 3 mins
