reporting_unit,reporting_unit_type,state,financial_year,year,triage_category,number_of_presentations,number_of_presentations_flag
Warialda Multi Purpose Service,Hospital,NSW,2020-21,2020,Resuscitation,,suppressed_small_count
Warialda Multi Purpose Service,Hospital,NSW,2021-22,2021,Resuscitation,0.0,reported
Warialda Multi Purpose Service,Hospital,NSW,2022-23,2022,Resuscitation,,suppressed_small_count
Warialda Multi Purpose Service,Hospital,NSW,2023-24,2023,Resuscitation,,suppressed_small_count
Warialda Multi Purpose Service,Hospital,NSW,2024-25,2024,Resuscitation,,suppressed_small_count
Warialda Multi Purpose Service,Hospital,NSW,2011-12,2011,Semi-Urgent,320.0,reported
Warialda Multi Purpose Service,Hospital,NSW,2012-13,2012,Semi-Urgent,345.0,reported
Warialda Multi Purpose Service,Hospital,NSW,2013-14,2013,Semi-Urgent,362.0,reported
Warialda Multi Purpose Service,Hospital,NSW,2014-15,2014,Semi-Urgent,297.0,reported
Warialda Multi Purpose Service,Hospital,NSW,2015-16,2015,Semi-Urgent,373.0,reported
Warialda Multi Purpose Service,Hospital,NSW,2016-17,2016,Semi-Urgent,445.0,reported
Warialda Multi Purpose Service,Hospital,NSW,2017-18,2017,Semi-Urgent,336.0,reported
Warialda Multi Purpose Service,Hospital,NSW,2018-19,2018,Semi-Urgent,403.0,reported
Warialda Multi Purpose Service,Hospital,NSW,2019-20,2019,Semi-Urgent,375.0,reported
Warialda Multi Purpose Service,Hospital,NSW,2020-21,2020,Semi-Urgent,329.0,reported
Warialda Multi Purpose Service,Hospital,NSW,2021-22,2021,Semi-Urgent,390.0,reported
Warialda Multi Purpose Service,Hospital,NSW,2022-23,2022,Semi-Urgent,455.0,reported
Warialda Multi Purpose Service,Hospital,NSW,2023-24,2023,Semi-Urgent,432.0,reported
Warialda Multi Purpose Service,Hospital,NSW,2024-25,2024,Semi-Urgent,544.0,reported
Warialda Multi Purpose Service,Hospital,NSW,2011-12,2011,Urgent,113.0,reported
Warialda Multi Purpose Service,Hospital,NSW,2012-13,2012,Urgent,133.0,reported
Warialda Multi Purpose Service,Hospital,NSW,2013-14,2013,Urgent,167.0,reported
Warialda Multi Purpose Service,Hospital,NSW,2014-15,2014,Urgent,188.0,reported
Warialda Multi Purpose Service,Hospital,NSW,2015-16,2015,Urgent,188.0,reported
Warialda Multi Purpose Service,Hospital,NSW,2016-17,2016,Urgent,192.0,reported
Warialda Multi Purpose Service,Hospital,NSW,2017-18,2017,Urgent,207.0,reported
Warialda Multi Purpose Service,Hospital,NSW,2018-19,2018,Urgent,255.0,reported
Warialda Multi Purpose Service,Hospital,NSW,2019-20,2019,Urgent,234.0,reported
Warialda Multi Purpose Service,Hospital,NSW,2020-21,2020,Urgent,232.0,reported
Warialda Multi Purpose Service,Hospital,NSW,2021-22,2021,Urgent,219.0,reported
Warialda Multi Purpose Service,Hospital,NSW,2022-23,2022,Urgent,262.0,reported
Warialda Multi Purpose Service,Hospital,NSW,2023-24,2023,Urgent,258.0,reported
Warialda Multi Purpose Service,Hospital,NSW,2024-25,2024,Urgent,328.0,reported
Warren Multi Purpose Service,Hospital,NSW,2013-14,2013,Emergency,108.0,reported
Warren Multi Purpose Service,Hospital,NSW,2014-15,2014,Emergency,116.0,reported
Warren Multi Purpose Service,Hospital,NSW,2015-16,2015,Emergency,134.0,reported
Warren Multi Purpose Service,Hospital,NSW,2016-17,2016,Emergency,121.0,reported
Warren Multi Purpose Service,Hospital,NSW,2017-18,2017,Emergency,109.0,reported
Warren Multi Purpose Service,Hospital,NSW,2018-19,2018,Emergency,161.0,reported
Warren Multi Purpose Service,Hospital,NSW,2019-20,2019,Emergency,111.0,reported
Warren Multi Purpose Service,Hospital,NSW,2020-21,2020,Emergency,157.0,reported
Warren Multi Purpose Service,Hospital,NSW,2021-22,2021,Emergency,195.0,reported
Warren Multi Purpose Service,Hospital,NSW,2022-23,2022,Emergency,177.0,reported
Warren Multi Purpose Service,Hospital,NSW,2023-24,2023,Emergency,234.0,reported
Warren Multi Purpose Service,Hospital,NSW,2024-25,2024,Emergency,227.0,reported
Warren Multi Purpose Service,Hospital,NSW,2013-14,2013,Non-Urgent,2481.0,reported
Warren Multi Purpose Service,Hospital,NSW,2014-15,2014,Non-Urgent,1972.0,reported
Warren Multi Purpose Service,Hospital,NSW,2015-16,2015,Non-Urgent,559.0,reported
Warren Multi Purpose Service,Hospital,NSW,2016-17,2016,Non-Urgent,660.0,reported
Warren Multi Purpose Service,Hospital,NSW,2017-18,2017,Non-Urgent,497.0,reported
Warren Multi Purpose Service,Hospital,NSW,2018-19,2018,Non-Urgent,481.0,reported
Warren Multi Purpose Service,Hospital,NSW,2019-20,2019,Non-Urgent,568.0,reported
Warren Multi Purpose Service,Hospital,NSW,2020-21,2020,Non-Urgent,818.0,reported
Warren Multi Purpose Service,Hospital,NSW,2021-22,2021,Non-Urgent,677.0,reported
Warren Multi Purpose Service,Hospital,NSW,2022-23,2022,Non-Urgent,542.0,reported
Warren Multi Purpose Service,Hospital,NSW,2023-24,2023,Non-Urgent,456.0,reported
Warren Multi Purpose Service,Hospital,NSW,2024-25,2024,Non-Urgent,399.0,reported
Warren Multi Purpose Service,Hospital,NSW,2013-14,2013,Resuscitation,,suppressed_small_count
Warren Multi Purpose Service,Hospital,NSW,2014-15,2014,Resuscitation,,suppressed_small_count
Warren Multi Purpose Service,Hospital,NSW,2015-16,2015,Resuscitation,5.0,reported
Warren Multi Purpose Service,Hospital,NSW,2016-17,2016,Resuscitation,7.0,reported
Warren Multi Purpose Service,Hospital,NSW,2017-18,2017,Resuscitation,5.0,reported
Warren Multi Purpose Service,Hospital,NSW,2018-19,2018,Resuscitation,,suppressed_small_count
Warren Multi Purpose Service,Hospital,NSW,2019-20,2019,Resuscitation,8.0,reported
Warren Multi Purpose Service,Hospital,NSW,2020-21,2020,Resuscitation,5.0,reported
Warren Multi Purpose Service,Hospital,NSW,2021-22,2021,Resuscitation,11.0,reported
Warren Multi Purpose Service,Hospital,NSW,2022-23,2022,Resuscitation,14.0,reported
Warren Multi Purpose Service,Hospital,NSW,2023-24,2023,Resuscitation,9.0,reported
Warren Multi Purpose Service,Hospital,NSW,2024-25,2024,Resuscitation,,suppressed_small_count
Warren Multi Purpose Service,Hospital,NSW,2013-14,2013,Semi-Urgent,1385.0,reported
Warren Multi Purpose Service,Hospital,NSW,2014-15,2014,Semi-Urgent,1153.0,reported
Warren Multi Purpose Service,Hospital,NSW,2015-16,2015,Semi-Urgent,914.0,reported
Warren Multi Purpose Service,Hospital,NSW,2016-17,2016,Semi-Urgent,828.0,reported
Warren Multi Purpose Service,Hospital,NSW,2017-18,2017,Semi-Urgent,918.0,reported
Warren Multi Purpose Service,Hospital,NSW,2018-19,2018,Semi-Urgent,803.0,reported
Warren Multi Purpose Service,Hospital,NSW,2019-20,2019,Semi-Urgent,814.0,reported
Warren Multi Purpose Service,Hospital,NSW,2020-21,2020,Semi-Urgent,782.0,reported
Warren Multi Purpose Service,Hospital,NSW,2021-22,2021,Semi-Urgent,1087.0,reported
Warren Multi Purpose Service,Hospital,NSW,2022-23,2022,Semi-Urgent,1160.0,reported
Warren Multi Purpose Service,Hospital,NSW,2023-24,2023,Semi-Urgent,1059.0,reported
Warren Multi Purpose Service,Hospital,NSW,2024-25,2024,Semi-Urgent,1063.0,reported
Warren Multi Purpose Service,Hospital,NSW,2013-14,2013,Urgent,526.0,reported
Warren Multi Purpose Service,Hospital,NSW,2014-15,2014,Urgent,532.0,reported
Warren Multi Purpose Service,Hospital,NSW,2015-16,2015,Urgent,508.0,reported
Warren Multi Purpose Service,Hospital,NSW,2016-17,2016,Urgent,571.0,reported
Warren Multi Purpose Service,Hospital,NSW,2017-18,2017,Urgent,507.0,reported
Warren Multi Purpose Service,Hospital,NSW,2018-19,2018,Urgent,573.0,reported
Warren Multi Purpose Service,Hospital,NSW,2019-20,2019,Urgent,594.0,reported
Warren Multi Purpose Service,Hospital,NSW,2020-21,2020,Urgent,534.0,reported
Warren Multi Purpose Service,Hospital,NSW,2021-22,2021,Urgent,790.0,reported
Warren Multi Purpose Service,Hospital,NSW,2022-23,2022,Urgent,828.0,reported
Warren Multi Purpose Service,Hospital,NSW,2023-24,2023,Urgent,884.0,reported
Warren Multi Purpose Service,Hospital,NSW,2024-25,2024,Urgent,900.0,reported
Wee Waa Hospital,Hospital,NSW,2011-12,2011,Emergency,85.0,reported
Wee Waa Hospital,Hospital,NSW,2012-13,2012,Emergency,103.0,reported
Wee Waa Hospital,Hospital,NSW,2013-14,2013,Emergency,113.0,reported
Wee Waa Hospital,Hospital,NSW,2014-15,2014,Emergency,133.0,reported
Wee Waa Hospital,Hospital,NSW,2015-16,2015,Emergency,160.0,reported
Wee Waa Hospital,Hospital,NSW,2016-17,2016,Emergency,151.0,reported
Wee Waa Hospital,Hospital,NSW,2017-18,2017,Emergency,157.0,reported
Wee Waa Hospital,Hospital,NSW,2018-19,2018,Emergency,151.0,reported
Wee Waa Hospital,Hospital,NSW,2019-20,2019,Emergency,154.0,reported
Wee Waa Hospital,Hospital,NSW,2020-21,2020,Emergency,165.0,reported
Wee Waa Hospital,Hospital,NSW,2021-22,2021,Emergency,167.0,reported
Wee Waa Hospital,Hospital,NSW,2022-23,2022,Emergency,172.0,reported
Wee Waa Hospital,Hospital,NSW,2023-24,2023,Emergency,69.0,reported
Wee Waa Hospital,Hospital,NSW,2024-25,2024,Emergency,112.0,reported
Wee Waa Hospital,Hospital,NSW,2011-12,2011,Non-Urgent,822.0,reported
Wee Waa Hospital,Hospital,NSW,2012-13,2012,Non-Urgent,542.0,reported
Wee Waa Hospital,Hospital,NSW,2013-14,2013,Non-Urgent,495.0,reported
Wee Waa Hospital,Hospital,NSW,2014-15,2014,Non-Urgent,402.0,reported
Wee Waa Hospital,Hospital,NSW,2015-16,2015,Non-Urgent,338.0,reported
Wee Waa Hospital,Hospital,NSW,2016-17,2016,Non-Urgent,477.0,reported
Wee Waa Hospital,Hospital,NSW,2017-18,2017,Non-Urgent,505.0,reported
Wee Waa Hospital,Hospital,NSW,2018-19,2018,Non-Urgent,734.0,reported
Wee Waa Hospital,Hospital,NSW,2019-20,2019,Non-Urgent,692.0,reported
Wee Waa Hospital,Hospital,NSW,2020-21,2020,Non-Urgent,876.0,reported
Wee Waa Hospital,Hospital,NSW,2021-22,2021,Non-Urgent,705.0,reported
Wee Waa Hospital,Hospital,NSW,2022-23,2022,Non-Urgent,273.0,reported
Wee Waa Hospital,Hospital,NSW,2023-24,2023,Non-Urgent,426.0,reported
Wee Waa Hospital,Hospital,NSW,2024-25,2024,Non-Urgent,284.0,reported
Wee Waa Hospital,Hospital,NSW,2011-12,2011,Resuscitation,0.0,reported
Wee Waa Hospital,Hospital,NSW,2012-13,2012,Resuscitation,,suppressed_small_count
Wee Waa Hospital,Hospital,NSW,2013-14,2013,Resuscitation,5.0,reported
Wee Waa Hospital,Hospital,NSW,2014-15,2014,Resuscitation,9.0,reported
Wee Waa Hospital,Hospital,NSW,2015-16,2015,Resuscitation,5.0,reported
Wee Waa Hospital,Hospital,NSW,2016-17,2016,Resuscitation,,suppressed_small_count
Wee Waa Hospital,Hospital,NSW,2017-18,2017,Resuscitation,,suppressed_small_count
Wee Waa Hospital,Hospital,NSW,2018-19,2018,Resuscitation,5.0,reported
Wee Waa Hospital,Hospital,NSW,2019-20,2019,Resuscitation,,suppressed_small_count
Wee Waa Hospital,Hospital,NSW,2020-21,2020,Resuscitation,,suppressed_small_count
Wee Waa Hospital,Hospital,NSW,2021-22,2021,Resuscitation,,suppressed_small_count
Wee Waa Hospital,Hospital,NSW,2022-23,2022,Resuscitation,,suppressed_small_count
Wee Waa Hospital,Hospital,NSW,2023-24,2023,Resuscitation,0.0,reported
Wee Waa Hospital,Hospital,NSW,2024-25,2024,Resuscitation,0.0,reported
Wee Waa Hospital,Hospital,NSW,2011-12,2011,Semi-Urgent,973.0,reported
Wee Waa Hospital,Hospital,NSW,2012-13,2012,Semi-Urgent,879.0,reported
Wee Waa Hospital,Hospital,NSW,2013-14,2013,Semi-Urgent,881.0,reported
Wee Waa Hospital,Hospital,NSW,2014-15,2014,Semi-Urgent,878.0,reported
Wee Waa Hospital,Hospital,NSW,2015-16,2015,Semi-Urgent,858.0,reported
Wee Waa Hospital,Hospital,NSW,2016-17,2016,Semi-Urgent,787.0,reported
Wee Waa Hospital,Hospital,NSW,2017-18,2017,Semi-Urgent,843.0,reported
Wee Waa Hospital,Hospital,NSW,2018-19,2018,Semi-Urgent,829.0,reported
Wee Waa Hospital,Hospital,NSW,2019-20,2019,Semi-Urgent,1025.0,reported
Wee Waa Hospital,Hospital,NSW,2020-21,2020,Semi-Urgent,835.0,reported
Wee Waa Hospital,Hospital,NSW,2021-22,2021,Semi-Urgent,628.0,reported
Wee Waa Hospital,Hospital,NSW,2022-23,2022,Semi-Urgent,577.0,reported
Wee Waa Hospital,Hospital,NSW,2023-24,2023,Semi-Urgent,328.0,reported
Wee Waa Hospital,Hospital,NSW,2024-25,2024,Semi-Urgent,287.0,reported
Wee Waa Hospital,Hospital,NSW,2011-12,2011,Urgent,331.0,reported
Wee Waa Hospital,Hospital,NSW,2012-13,2012,Urgent,399.0,reported
Wee Waa Hospital,Hospital,NSW,2013-14,2013,Urgent,385.0,reported
Wee Waa Hospital,Hospital,NSW,2014-15,2014,Urgent,420.0,reported
Wee Waa Hospital,Hospital,NSW,2015-16,2015,Urgent,488.0,reported
Wee Waa Hospital,Hospital,NSW,2016-17,2016,Urgent,618.0,reported
Wee Waa Hospital,Hospital,NSW,2017-18,2017,Urgent,482.0,reported
Wee Waa Hospital,Hospital,NSW,2018-19,2018,Urgent,441.0,reported
Wee Waa Hospital,Hospital,NSW,2019-20,2019,Urgent,485.0,reported
Wee Waa Hospital,Hospital,NSW,2020-21,2020,Urgent,517.0,reported
Wee Waa Hospital,Hospital,NSW,2021-22,2021,Urgent,386.0,reported
Wee Waa Hospital,Hospital,NSW,2022-23,2022,Urgent,323.0,reported
Wee Waa Hospital,Hospital,NSW,2023-24,2023,Urgent,194.0,reported
Wee Waa Hospital,Hospital,NSW,2024-25,2024,Urgent,180.0,reported
Wellington Health Service,Hospital,NSW,2013-14,2013,Emergency,351.0,reported
Wellington Health Service,Hospital,NSW,2014-15,2014,Emergency,370.0,reported
Wellington Health Service,Hospital,NSW,2015-16,2015,Emergency,324.0,reported
Wellington Health Service,Hospital,NSW,2016-17,2016,Emergency,341.0,reported
Wellington Health Service,Hospital,NSW,2017-18,2017,Emergency,506.0,reported
Wellington Health Service,Hospital,NSW,2018-19,2018,Emergency,435.0,reported
Wellington Health Service,Hospital,NSW,2019-20,2019,Emergency,481.0,reported
Wellington Health Service,Hospital,NSW,2020-21,2020,Emergency,562.0,reported
Wellington Health Service,Hospital,NSW,2021-22,2021,Emergency,615.0,reported
Wellington Health Service,Hospital,NSW,2022-23,2022,Emergency,610.0,reported
Wellington Health Service,Hospital,NSW,2023-24,2023,Emergency,588.0,reported
Wellington Health Service,Hospital,NSW,2024-25,2024,Emergency,589.0,reported
Wellington Health Service,Hospital,NSW,2013-14,2013,Non-Urgent,3584.0,reported
Wellington Health Service,Hospital,NSW,2014-15,2014,Non-Urgent,2446.0,reported
Wellington Health Service,Hospital,NSW,2015-16,2015,Non-Urgent,1695.0,reported
Wellington Health Service,Hospital,NSW,2016-17,2016,Non-Urgent,2194.0,reported
Wellington Health Service,Hospital,NSW,2017-18,2017,Non-Urgent,1317.0,reported
Wellington Health Service,Hospital,NSW,2018-19,2018,Non-Urgent,1148.0,reported
Wellington Health Service,Hospital,NSW,2019-20,2019,Non-Urgent,1259.0,reported
Wellington Health Service,Hospital,NSW,2020-21,2020,Non-Urgent,2565.0,reported
Wellington Health Service,Hospital,NSW,2021-22,2021,Non-Urgent,2101.0,reported
Wellington Health Service,Hospital,NSW,2022-23,2022,Non-Urgent,1016.0,reported
Wellington Health Service,Hospital,NSW,2023-24,2023,Non-Urgent,1401.0,reported
Wellington Health Service,Hospital,NSW,2024-25,2024,Non-Urgent,914.0,reported
Wellington Health Service,Hospital,NSW,2013-14,2013,Resuscitation,21.0,reported
Wellington Health Service,Hospital,NSW,2014-15,2014,Resuscitation,19.0,reported
Wellington Health Service,Hospital,NSW,2015-16,2015,Resuscitation,17.0,reported
Wellington Health Service,Hospital,NSW,2016-17,2016,Resuscitation,29.0,reported
Wellington Health Service,Hospital,NSW,2017-18,2017,Resuscitation,25.0,reported
Wellington Health Service,Hospital,NSW,2018-19,2018,Resuscitation,29.0,reported
Wellington Health Service,Hospital,NSW,2019-20,2019,Resuscitation,25.0,reported
Wellington Health Service,Hospital,NSW,2020-21,2020,Resuscitation,23.0,reported
Wellington Health Service,Hospital,NSW,2021-22,2021,Resuscitation,27.0,reported
Wellington Health Service,Hospital,NSW,2022-23,2022,Resuscitation,17.0,reported
Wellington Health Service,Hospital,NSW,2023-24,2023,Resuscitation,29.0,reported
Wellington Health Service,Hospital,NSW,2024-25,2024,Resuscitation,29.0,reported
Wellington Health Service,Hospital,NSW,2013-14,2013,Semi-Urgent,4078.0,reported
Wellington Health Service,Hospital,NSW,2014-15,2014,Semi-Urgent,3024.0,reported
Wellington Health Service,Hospital,NSW,2015-16,2015,Semi-Urgent,3146.0,reported
Wellington Health Service,Hospital,NSW,2016-17,2016,Semi-Urgent,2718.0,reported
Wellington Health Service,Hospital,NSW,2017-18,2017,Semi-Urgent,2830.0,reported
Wellington Health Service,Hospital,NSW,2018-19,2018,Semi-Urgent,2790.0,reported
Wellington Health Service,Hospital,NSW,2019-20,2019,Semi-Urgent,2700.0,reported
Wellington Health Service,Hospital,NSW,2020-21,2020,Semi-Urgent,2734.0,reported
Wellington Health Service,Hospital,NSW,2021-22,2021,Semi-Urgent,2510.0,reported
Wellington Health Service,Hospital,NSW,2022-23,2022,Semi-Urgent,3131.0,reported
Wellington Health Service,Hospital,NSW,2023-24,2023,Semi-Urgent,3831.0,reported
Wellington Health Service,Hospital,NSW,2024-25,2024,Semi-Urgent,3872.0,reported
Wellington Health Service,Hospital,NSW,2013-14,2013,Urgent,1705.0,reported
Wellington Health Service,Hospital,NSW,2014-15,2014,Urgent,1240.0,reported
Wellington Health Service,Hospital,NSW,2015-16,2015,Urgent,1126.0,reported
Wellington Health Service,Hospital,NSW,2016-17,2016,Urgent,1000.0,reported
Wellington Health Service,Hospital,NSW,2017-18,2017,Urgent,1073.0,reported
Wellington Health Service,Hospital,NSW,2018-19,2018,Urgent,1211.0,reported
Wellington Health Service,Hospital,NSW,2019-20,2019,Urgent,1677.0,reported
Wellington Health Service,Hospital,NSW,2020-21,2020,Urgent,1327.0,reported
Wellington Health Service,Hospital,NSW,2021-22,2021,Urgent,1339.0,reported
Wellington Health Service,Hospital,NSW,2022-23,2022,Urgent,1604.0,reported
Wellington Health Service,Hospital,NSW,2023-24,2023,Urgent,1348.0,reported
Wellington Health Service,Hospital,NSW,2024-25,2024,Urgent,1606.0,reported
Werris Creek Hospital,Hospital,NSW,2011-12,2011,Emergency,,suppressed_small_count
Werris Creek Hospital,Hospital,NSW,2012-13,2012,Emergency,,suppressed_small_count
Werris Creek Hospital,Hospital,NSW,2013-14,2013,Emergency,6.0,reported
Werris Creek Hospital,Hospital,NSW,2014-15,2014,Emergency,6.0,reported
Werris Creek Hospital,Hospital,NSW,2015-16,2015,Emergency,,suppressed_small_count
Werris Creek Hospital,Hospital,NSW,2016-17,2016,Emergency,0.0,reported
Werris Creek Hospital,Hospital,NSW,2017-18,2017,Emergency,0.0,reported
Werris Creek Hospital,Hospital,NSW,2018-19,2018,Emergency,0.0,reported
Werris Creek Hospital,Hospital,NSW,2019-20,2019,Emergency,0.0,reported
Werris Creek Hospital,Hospital,NSW,2020-21,2020,Emergency,0.0,reported
Werris Creek Hospital,Hospital,NSW,2021-22,2021,Emergency,0.0,reported
Werris Creek Hospital,Hospital,NSW,2022-23,2022,Emergency,0.0,reported
Werris Creek Hospital,Hospital,NSW,2023-24,2023,Emergency,0.0,reported
Werris Creek Hospital,Hospital,NSW,2024-25,2024,Emergency,,suppressed_small_count
Werris Creek Hospital,Hospital,NSW,2011-12,2011,Non-Urgent,316.0,reported
Werris Creek Hospital,Hospital,NSW,2012-13,2012,Non-Urgent,297.0,reported
Werris Creek Hospital,Hospital,NSW,2013-14,2013,Non-Urgent,171.0,reported
Werris Creek Hospital,Hospital,NSW,2014-15,2014,Non-Urgent,171.0,reported
Werris Creek Hospital,Hospital,NSW,2015-16,2015,Non-Urgent,115.0,reported
Werris Creek Hospital,Hospital,NSW,2016-17,2016,Non-Urgent,111.0,reported
Werris Creek Hospital,Hospital,NSW,2017-18,2017,Non-Urgent,137.0,reported
Werris Creek Hospital,Hospital,NSW,2018-19,2018,Non-Urgent,111.0,reported
Werris Creek Hospital,Hospital,NSW,2019-20,2019,Non-Urgent,38.0,reported
Werris Creek Hospital,Hospital,NSW,2020-21,2020,Non-Urgent,29.0,reported
Werris Creek Hospital,Hospital,NSW,2021-22,2021,Non-Urgent,12.0,reported
Werris Creek Hospital,Hospital,NSW,2022-23,2022,Non-Urgent,7.0,reported
Werris Creek Hospital,Hospital,NSW,2023-24,2023,Non-Urgent,5.0,reported
Werris Creek Hospital,Hospital,NSW,2024-25,2024,Non-Urgent,7.0,reported
Werris Creek Hospital,Hospital,NSW,2011-12,2011,Resuscitation,0.0,reported
Werris Creek Hospital,Hospital,NSW,2012-13,2012,Resuscitation,0.0,reported
Werris Creek Hospital,Hospital,NSW,2013-14,2013,Resuscitation,0.0,reported
Werris Creek Hospital,Hospital,NSW,2014-15,2014,Resuscitation,0.0,reported
Werris Creek Hospital,Hospital,NSW,2015-16,2015,Resuscitation,0.0,reported
Werris Creek Hospital,Hospital,NSW,2016-17,2016,Resuscitation,0.0,reported
Werris Creek Hospital,Hospital,NSW,2017-18,2017,Resuscitation,,suppressed_small_count
Werris Creek Hospital,Hospital,NSW,2018-19,2018,Resuscitation,0.0,reported
Werris Creek Hospital,Hospital,NSW,2019-20,2019,Resuscitation,0.0,reported
Werris Creek Hospital,Hospital,NSW,2020-21,2020,Resuscitation,0.0,reported
